Delta_59.8469	Delta_-94.5263	Delta_-73.7151
0.350602	-2.449837	-0.487034
0.613387	-2.139465	-0.813173
0.319812	-1.431821	-0.322200
0.344769	-1.463115	-0.641937
0.334175	-1.435729	-0.377831
0.344268	-1.325832	-0.745304
0.544871	-1.891790	-0.573006
0.775689	-2.544577	0.052128
0.574938	-2.236561	-0.490284
0.592234	-2.194101	-0.490265
0.541234	-2.039424	-0.541618
0.514183	-2.250490	-0.524234
0.678779	-2.290151	-0.164321
0.385925	-2.139344	-0.410868
0.523628	-2.143779	-0.655403
0.428377	-2.161266	-0.457971
0.366713	-2.045056	-0.586143
0.297038	-1.244481	-0.525918
0.036699	-0.121183	0.226139
0.058900	-0.236363	-0.054172
0.017747	-0.362233	-0.118473
-0.131242	-0.484181	-0.200750
-0.060102	-0.641388	-0.129318
0.026400	-0.340076	-0.213096
0.014055	0.092628	0.236946
-0.007697	-0.355265	-0.313732
0.112572	-0.148166	0.179629
-0.036685	-0.267208	0.228680
0.131006	-0.676217	-0.057653
0.169194	-1.217760	-0.342278
0.254041	-1.424588	-0.539596
0.353829	-1.467482	-0.547836
0.269955	-1.553209	-0.507720
-0.060687	-1.383840	-0.449094
0.312400	-1.452863	-0.546733
0.257330	-1.257154	-0.516839
0.267257	-1.284955	-0.390224
0.096162	-1.519403	-0.600063
0.266519	-1.416216	-0.447991
0.099053	-1.479505	-0.288245
0.104093	-1.546166	-0.408442
0.213726	-1.380226	-0.554814
0.227828	-1.457723	-0.616819
0.154851	-1.324054	-0.568717
0.262459	-1.373230	-0.773849
0.209520	-1.490230	-0.501210
0.432993	-1.719706	-0.375082
0.352663	-1.564009	-0.639901
0.238674	-1.479926	-0.485877
0.241894	-0.811002	-0.354204
-0.011582	-0.830323	-0.539541
0.146573	-0.625423	-0.255527
-0.425532	0.411618	0.297608
-0.073922	0.882728	0.583450
-0.211352	0.558193	0.512930
-0.294156	0.484641	0.449969
-0.178652	0.522536	0.489334
-0.040743	0.414699	0.515537
-0.025925	0.488258	0.564665
-0.201156	0.665464	0.353845
-0.265084	0.443816	0.240505
0.010835	0.518803	0.527662
-0.145978	0.718596	0.452852
-0.301101	0.205752	0.063992
-0.019872	1.167201	0.636422
-0.124915	-0.076500	-0.068736
-0.132645	0.440511	0.547166
-0.228118	0.267915	0.250385
-0.138506	0.299286	0.365102
-0.213168	0.465507	0.574822
-0.180741	0.289007	0.325064
-0.202882	0.938209	0.473616
-0.095759	0.674743	0.402874
0.066373	0.256152	0.420682
-0.085313	-0.897242	-0.451808
0.350048	-0.581266	-0.029980
0.052163	-0.445886	-0.079926
0.124840	-0.242894	0.175530
-0.136085	-0.492726	-0.124442
-0.263901	-0.452710	-0.010896
-0.092822	-0.464786	-0.065064
-0.003988	-0.483242	-0.152507
0.023988	-0.848509	-0.265857
0.264749	-2.019760	-0.958301
0.424687	-2.561752	-0.314749
0.314501	-2.627406	-0.515495
0.377246	-1.991443	-0.936212
0.254347	-2.447912	-0.725380
0.628221	-2.263516	-0.283448
0.564822	-2.261863	-0.485352
0.503418	-2.389638	-0.324061
0.368319	-2.221973	-0.437839
0.379745	-2.143954	-0.517806
0.475988	-2.061267	-0.685904
0.460533	2.825521	0.233616
0.329808	2.898468	0.296476
0.527709	2.684927	0.300741
0.405028	2.718342	0.141515
0.199308	2.510356	0.224231
0.567681	2.806470	0.100437
0.587066	2.806957	0.210014
0.466568	2.785697	-0.016855
0.435599	2.705739	0.413914
0.352115	2.512239	0.263098
0.437908	2.871576	0.321753
0.190632	2.540796	0.313842
0.365441	2.736997	0.296994
0.450033	-2.207985	-0.461282
0.838812	-2.422634	-0.351019
0.483610	-2.276171	-0.382960
0.481357	-2.214962	-0.516951
0.454410	-2.365537	-0.462680
0.386906	-2.220617	-0.542166
0.486488	-2.269504	-0.511680
0.528369	-2.304046	-0.559230
0.534835	-2.560670	-0.150268
0.620006	-1.798555	-0.469462
0.545510	-2.456279	-0.337758
0.593414	-2.014421	-0.540254
0.548831	-2.304877	-0.496222
0.786021	-2.319455	-0.496702
0.607088	-2.244919	-0.434849
0.547512	-2.570498	-0.127734
0.443150	-2.368904	-0.420286
0.239161	-1.606055	-0.385941
0.007028	-1.194062	-0.652561
0.232251	-1.286397	-0.496448
0.021244	-0.288644	0.051697
0.042295	-0.364713	0.225551
0.002580	-0.266821	0.118593
0.013881	-0.285843	-0.032552
0.021098	-0.403621	-0.130383
0.035701	0.014837	0.166663
0.051946	-0.109895	0.135263
0.167094	-0.072934	0.170218
-0.061533	-0.293194	0.002496
-0.163660	-0.404319	-0.056601
-0.038162	-0.518155	-0.116174
0.154949	-0.379571	-0.141382
0.085631	-0.079451	0.203891
0.072152	-0.123957	0.137506
-0.102695	-0.167576	0.287793
-0.119316	-0.780494	-0.227539
0.154689	-0.288126	0.089635
-0.108608	0.804311	0.598505
0.081900	0.822832	0.463088
-0.082992	-0.398633	-0.192667
0.070471	-0.749944	-0.269299
0.012774	-0.729322	-0.394757
0.015399	-0.457297	0.014397
0.005554	-0.092651	0.128950
0.233928	-0.457173	0.057563
0.124918	-0.430981	0.055721
-0.026943	-0.759637	-0.269159
0.053500	-0.124023	0.241175
0.034324	-0.275081	0.164021
-0.017146	-0.271254	0.108512
0.055697	-0.438217	0.017371
0.052103	-0.173889	0.266470
-0.101992	-0.498031	-0.150268
-0.077946	-0.443752	0.130273
0.040287	-0.331326	0.231282
-0.409133	0.789622	0.587240
-0.209028	0.612127	0.328394
-0.243571	0.833632	0.437420
0.068279	0.659284	0.475173
-0.256433	0.574266	0.122606
-0.114087	0.577835	0.398328
-0.022016	0.819608	0.633033
-0.078812	0.348408	0.270011
-0.231352	0.372488	0.330499
-0.103486	0.691068	0.463799
-0.184453	1.531952	0.446464
-0.327405	1.289903	0.502814
0.009920	1.506504	0.650037
0.169442	1.696521	0.272353
0.505861	3.005651	0.079337
0.099335	1.519747	0.587083
-0.058559	1.437727	0.450342
0.034596	1.530628	0.482036
-0.008543	1.247399	0.582943
0.638949	2.701248	0.164309
0.349567	2.873599	0.060470
0.591984	2.776222	0.477527
0.171335	1.458840	0.544735
0.205001	1.851707	0.420010
-0.015839	1.470707	0.688819
0.069696	1.422307	0.446122
0.327965	1.797949	0.567597
-0.017424	1.132188	0.400000
0.086696	-0.094140	-0.004571
-0.007636	0.258548	0.038844
0.200198	1.423340	0.572594
-0.058184	1.360596	0.514855
0.128510	1.535834	0.498717
0.296106	1.839254	0.453658
0.276043	1.769568	0.499148
0.395673	2.629876	0.414764
0.402998	2.661851	0.367556
0.311473	2.698270	0.016371
0.514802	2.916883	-0.047838
0.610244	2.745886	0.204572
0.732583	2.891154	0.226889
0.604690	2.793776	0.233028
0.576072	3.084166	0.052595
0.522607	2.862441	0.212941
0.581718	3.007269	0.026410
0.661132	2.791551	0.280172
0.659923	-2.023674	-0.457002
0.746081	-2.449135	-0.229165
0.268337	2.516054	0.309834
0.491822	2.720300	0.322439
0.407861	2.630827	-0.022140
0.344198	3.096565	-0.008475
0.430089	2.924261	0.239841
0.470199	2.705025	0.100884
0.591325	2.953090	0.284461
0.407072	2.358202	0.418958
0.495628	2.914717	0.255799
-0.073660	1.418504	0.406175
0.357346	2.615163	0.101109
0.408983	2.690451	0.122191
0.643259	2.862012	0.175006
0.446071	2.629466	0.192843
0.404278	2.622790	0.280488
0.526201	2.852400	0.349956
0.573800	2.797314	0.210965
0.930109	3.139889	0.228181
0.626983	3.056798	0.090939
0.259173	2.363425	0.266274
0.570702	3.000626	0.123431
0.703877	3.056105	0.142375
0.534235	2.863488	0.206469
0.494502	2.891707	0.011427
0.664075	3.014475	0.148161
0.488027	2.745022	0.200921
0.523635	2.846552	-0.013717
0.746161	-3.040917	0.126777
0.344081	2.312519	0.417654
0.083938	1.567437	0.491513
0.516293	-3.120460	0.051728
0.681902	2.870461	0.235105
0.742364	3.102007	0.300778
0.416366	2.514854	0.059809
0.787636	2.918157	0.252767
0.772579	2.896796	0.157985
0.094108	1.357198	0.469429
0.191042	1.537063	0.297682
0.064162	1.654007	0.369066
-0.056582	1.331709	0.582762
0.157315	1.583343	0.579383
0.463380	2.126563	0.422370
0.603709	2.921842	0.124147
0.928042	-2.760751	-0.161450
0.697704	-2.311614	-0.155443
0.273868	-1.523678	-0.477957
0.559219	-1.470110	-0.590555
0.451175	-1.410235	-0.292304
0.308942	-1.436734	-0.315728
0.430548	-1.713271	-0.590033
0.280405	-1.328489	-0.707939
0.356225	-1.247567	-0.330845
0.485662	-1.780524	-0.591351
0.392470	-1.443227	-0.361730
0.430124	-1.414122	-0.541162
0.432634	-1.445157	-0.615871
0.274952	-1.267078	-0.497464
0.534175	-1.991916	-0.528405
0.684551	-2.290385	-0.502145
0.623830	-2.110916	-0.160017
0.331632	2.767740	0.063319
0.602831	2.916777	-0.024162
0.626062	2.841227	0.133942
0.875304	3.140575	0.078905
0.737718	3.094553	0.077355
0.584436	-2.309355	-0.208991
0.700188	-2.315851	-0.102261
0.509823	-2.388864	-0.150020
0.423560	-2.259789	-0.330300
0.551185	-2.576274	-0.286698
0.420987	-2.231262	-0.460648
0.692503	-2.230503	-0.393786
0.488998	-2.333997	-0.772275
0.487284	-2.168718	-0.385725
0.354302	2.647162	0.329879
0.688360	3.120080	0.014329
0.729771	-2.368017	-0.387453
0.861915	-2.342281	-0.332693
0.703141	-2.254531	-0.204308
0.591443	-2.103378	-0.459219
0.503011	-2.243804	-0.444919
0.745348	-2.459960	-0.209654
0.495290	-2.398616	-0.440411
0.519056	-2.267282	-0.497391
0.347352	-1.550193	-0.542365
0.696793	-2.390281	-0.173856
0.581250	-2.045966	-0.495867
0.541714	-2.377700	-0.270201
0.500892	-2.405336	-0.221716
0.662747	-2.055972	-0.420870
0.520380	-2.198221	-0.448436
0.432048	-2.161520	-0.362056
0.486716	-2.431254	-0.324265
0.646613	-2.426891	-0.206258
0.546780	-2.177246	-0.411659
0.502599	-2.112716	-0.590227
0.511804	-2.048456	-0.910866
0.484484	-2.293928	-0.419094
0.480292	-1.968063	-0.519091
0.290634	-2.224913	-0.239826
0.339081	-2.224412	-0.642754
0.109912	-1.518487	-0.513781
0.204635	-1.555535	-0.610022
0.231933	-1.449110	-0.801354
0.638513	-2.253499	-0.497979
0.522588	-2.347265	-0.342228
0.674633	-2.567700	-0.159926
0.253141	2.846508	0.263815
0.605846	-2.688116	-0.309243
0.461950	2.408099	0.367727
0.381332	2.577363	0.141332
0.464779	2.329463	0.117623
0.354934	-2.420574	-0.721683
0.315861	-2.253901	-0.760642
0.458585	-2.147858	-0.582902
0.373642	-2.590974	-0.156535
0.440355	-2.151965	-0.871839
0.370165	-2.436370	-0.529875
0.629039	-2.335881	-0.138499
0.445017	-2.177019	-0.523108
0.277005	-1.752874	-0.690189
-0.017253	-1.406561	-0.575465
0.129177	-1.466274	-0.370073
0.181533	-1.649907	-0.443411
0.173322	-1.455580	-0.520455
0.132198	-1.477463	-0.570758
0.137403	-1.493716	-0.585720
0.192342	-1.378379	-0.279132
0.080578	-1.539286	-0.304679
0.220730	-1.491797	-0.477896
0.216156	-1.220935	-0.410119
0.114047	-1.449128	-0.341163
0.188611	-1.366245	-0.600807
0.159809	-1.414092	-0.392034
0.350226	-1.246413	-0.279026
0.243533	-1.330541	-0.342783
0.169585	-1.408552	-0.222104
0.326022	-1.464724	-0.411411
0.247149	-1.149486	-0.403360
0.192704	-1.415623	-0.175571
0.126674	-1.528985	-0.209310
0.153926	-1.150378	-0.144595
0.079557	-0.797603	-0.340301
0.123943	-0.387477	-0.131200
-0.022963	-0.341859	0.146033
0.031768	-0.395495	-0.039052
0.049197	-0.001121	0.173849
0.174222	-1.347330	-0.419247
-0.024126	-1.099543	-0.434173
0.235900	-1.423974	-0.566687
0.171515	-1.443384	-0.450482
0.410205	-2.579447	-0.146864
0.477044	-2.388583	-0.121028
0.548288	-2.318597	-0.261148
0.404065	-2.502383	-0.115621
0.347992	-2.348836	-0.361976
0.664012	-2.102006	-0.253438
0.540670	-2.471315	-0.191019
0.594913	-2.374297	-0.454608
0.771537	-2.441874	-0.415154
0.625254	-2.191942	-0.605877
0.621257	-2.259660	-0.264442
0.546466	-2.537557	-0.052435
0.655074	-2.226066	-0.263595
0.635008	-2.398725	-0.084847
0.628298	-2.209370	-0.199645
0.465725	-2.273565	-0.251008
0.509233	-2.222527	-0.282825
0.527229	-2.151897	-0.603540
0.814374	-2.351358	-0.303207
0.551299	-1.908917	-0.247685
0.549300	-2.455739	-0.084013
0.513577	-2.466402	-0.459367
0.553126	-2.442904	-0.089706
0.606094	-2.239655	-0.343592
0.681874	-2.072348	-0.279017
0.633860	-2.142943	-0.434357
0.451628	-2.491348	-0.019755
0.593326	-2.501661	-0.287698
0.555428	-2.242001	-0.685981
0.664728	-2.560983	-0.125889
0.619548	-2.153455	-0.561581
0.580483	-2.248996	-0.208080
0.501808	-2.165498	-0.483594
0.688649	-2.359928	-0.109299
0.571093	-2.360874	-0.339292
0.373225	-2.899104	0.110001
0.557894	-2.453902	-0.487724
0.595868	-2.625706	-0.032828
0.586801	-2.292745	-0.454958
0.593752	-2.368386	-0.202505
0.659171	-2.475851	-0.158113
0.661530	-2.359053	-0.212899
0.730939	-1.940502	-0.331469
0.542757	-2.263252	-0.304682
0.544054	-2.171800	-0.451407
0.641234	-2.250853	-0.490495
0.620691	-2.747773	-0.089912
0.529320	2.423557	0.308365
0.451581	2.913290	0.095796
0.402518	2.668861	0.171098
0.446659	2.686310	0.123871
0.482783	3.046872	0.003330
0.342383	2.497840	0.251703
0.473829	2.545524	0.236440
0.579730	-2.224279	-0.311180
0.722861	-3.049616	0.155875
0.719076	-2.768239	-0.081297
0.684829	2.890436	0.146936
0.482283	2.463537	0.206167
0.128646	1.709475	0.463099
0.013265	1.543941	0.544468
0.051842	1.535581	0.407276
0.167052	1.708108	0.381407
0.117897	1.765259	0.501824
0.049859	1.484872	0.616002
-0.012498	1.437322	0.673681
0.370101	2.184965	0.430348
0.133820	1.869394	0.513233
0.068523	1.536864	0.647472
0.005089	1.433188	0.547318
0.235656	2.026125	0.413488
0.465745	1.559789	0.447651
0.191827	1.479751	0.547386
0.111308	1.589545	0.547515
0.139155	1.569589	0.497780
-0.070518	1.311240	0.643091
0.004360	1.107610	0.668318
0.141721	1.526420	0.564162
0.146372	1.589637	0.544073
-0.026552	1.423614	0.470403
0.097232	1.563895	0.517211
-0.082374	1.402826	0.458018
-0.195295	0.442132	0.462617
0.144187	0.487575	0.458397
-0.140218	0.346907	0.317112
0.228095	-0.642419	-0.192248
0.215505	-0.616136	-0.175987
0.148042	-0.477300	-0.062020
0.041966	-0.619854	-0.194274
0.077329	-0.217039	0.136417
0.077166	-0.289580	0.118646
-0.210228	0.506142	0.490434
0.143573	0.888734	0.481852
-0.045146	0.798858	0.518862
0.172545	1.115688	0.380672
0.026604	0.956219	0.373055
-0.116340	1.077435	0.579750
0.017740	1.213501	0.763807
0.025396	0.524871	0.280825
-0.132710	0.388826	0.210256
-0.079653	0.317053	0.266035
-0.052716	0.402633	0.211925
-0.143309	0.436029	0.434692
0.044392	0.755808	0.355934
-0.000246	0.872211	0.468635
0.185202	1.537075	0.546695
0.538326	2.422435	0.222901
0.616089	3.058670	-0.012065
0.819238	-3.040081	0.034271
0.654235	-2.140138	-0.336321
0.672449	-2.295722	-0.509800
0.431899	-2.240544	-0.552676
0.547126	-2.084668	-0.498435
0.565352	-2.533291	-0.355469
0.573388	-1.940050	-0.509565
0.644906	-2.281039	-0.549726
0.492914	-2.301068	-0.317861
0.606460	-2.427172	-0.254745
0.542476	-2.380481	-0.353049
0.452988	-2.329775	-0.187262
0.498323	-1.967951	-0.503423
0.608169	-2.553549	0.031234
0.534195	-2.424008	-0.177690
0.458947	-2.112245	-0.646727
0.626482	-2.360268	-0.138125
0.441984	-2.377849	-0.484301
0.601257	-2.157408	-0.545682
0.559498	-2.239121	-0.168297
0.582734	2.871348	0.173311
0.350335	1.513640	0.589640
0.431482	1.719675	0.547627
0.028707	1.619952	0.328546
-0.065352	1.306883	0.515040
-0.062465	1.415322	0.734401
-0.089282	1.524105	0.547550
0.228516	1.388954	0.727897
0.148192	1.096587	0.545143
-0.117546	0.844497	0.355426
-0.005917	0.911456	0.720936
-0.185932	0.780756	0.448518
-0.062045	-0.530692	-0.259796
0.086687	-0.868327	-0.512926
0.366378	-1.542450	-0.328017
0.152486	-1.513998	-0.473241
0.110650	-1.281583	-0.563928
0.290280	-1.514991	-0.396036
0.333267	-1.482989	-0.562443
0.462514	-1.051947	-0.385796
0.415612	-1.518470	-0.486963
0.349260	-1.398103	-0.307316
0.385622	-1.390963	-0.739658
0.310035	-1.476325	-0.400352
0.241131	-1.537572	-0.476032
0.306527	-1.357772	-0.303771
0.220315	-1.497234	-0.266212
0.549451	-2.253843	-0.403993
0.747268	-2.319262	-0.424394
0.593365	-2.300361	-0.207195
0.840039	-2.494943	-0.021530
0.559739	-2.358050	-0.110476
0.525402	-2.251635	-0.521246
0.442144	-2.259568	-0.620477
0.580411	-2.589877	0.027569
0.657914	-2.049751	-0.563521
0.755010	-2.235289	-0.421918
0.561102	-2.121189	-0.429389
0.643704	-2.369148	-0.212709
0.880482	-2.188742	-0.275649
0.687070	-2.448947	-0.362545
0.676278	-2.232294	-0.225031
0.758885	-2.123184	-0.278617
0.484271	-1.286465	-0.220344
0.235736	-1.425463	-0.420551
0.125006	-0.416345	-0.116127
0.049066	-0.409362	-0.075829
0.142658	-0.397434	-0.036249
0.005522	0.538485	0.184155
0.056934	0.514924	0.189860
0.009767	0.575397	0.148304
0.098065	-0.676854	-0.434521
0.032036	-0.488176	-0.103413
-0.050646	-0.415549	-0.149056
0.043221	-0.352925	-0.017741
0.071421	-0.488331	-0.263765
0.075421	-0.678317	-0.457884
-0.015003	-0.188825	-0.293461
0.062561	-0.453475	-0.210691
-0.055800	-0.449473	-0.073862
-0.131481	-0.382512	-0.045614
0.054419	-0.520492	-0.182780
0.007782	-0.346073	-0.023846
-0.093778	-0.699832	-0.125686
0.007332	-0.698123	-0.349925
0.071630	-0.299474	0.121487
-0.155511	-0.619091	-0.472728
-0.038376	-0.082919	-0.024278
0.030079	0.436107	0.445288
-0.048363	-0.361217	0.181526
0.097040	-0.426838	-0.019542
0.153160	-0.786587	-0.166093
-0.079987	-0.313700	-0.011165
-0.030055	-0.330539	0.079311
0.006702	-0.351108	0.025300
0.323684	-1.016815	-0.507938
0.393814	-1.381337	-0.501737
0.127327	-0.823326	-0.292226
-0.032269	-0.207987	-0.035481
0.280937	-1.457896	-0.747139
0.378237	-1.320001	-0.457002
0.557476	-2.265603	-0.305825
0.763950	-2.252223	-0.256689
0.569208	-2.013843	-0.840959
0.579032	-2.263860	-0.536837
0.757710	-2.500141	-0.240683
0.481856	-2.333809	-0.214848
0.622093	-2.244071	-0.306878
0.705670	-2.349506	-0.164696
-0.101716	0.307637	0.216452
-0.086118	0.458048	0.412959
-0.066413	0.866614	0.644288
-0.075527	0.513760	0.763519
-0.138844	0.594793	0.406498
-0.190895	0.348872	0.200566
-0.024541	0.684611	0.641721
-0.097169	0.632951	0.398073
-0.169739	0.563420	0.369448
0.008086	0.582998	0.514959
-0.044036	-0.090607	0.254237
0.117595	-0.421939	-0.022126
0.065665	-0.520963	-0.038683
-0.059942	0.297865	0.174428
0.727289	3.084580	0.105832
-0.032142	1.336844	0.591148
0.250472	1.467787	0.596663
-0.233670	1.413787	0.503105
0.153456	1.656427	0.487837
0.150238	1.516344	0.473696
0.073567	1.163595	0.344573
0.037950	0.847785	0.341264
-0.113610	0.586132	0.241606
-0.117497	0.745516	0.443122
-0.161258	0.492389	0.183769
-0.167002	0.600168	0.457437
-0.165675	0.519977	0.435657
0.077833	1.474409	0.564420
0.302069	1.746657	0.457550
0.104990	1.267870	0.454758
-0.236784	0.175273	0.272903
0.015917	0.449614	0.361302
0.106250	0.352324	0.295004
0.024288	-0.543801	-0.083888
0.037530	-0.873914	-0.494522
0.206272	-0.567700	-0.001763
0.315145	-1.167864	-0.433180
0.233577	-1.665147	-0.492869
0.636436	-2.324510	-0.556781
0.401141	-1.874037	-0.443582
0.536055	-2.274232	-0.251603
0.790531	-2.233213	-0.305255
0.534353	-2.267080	-0.318859
0.664604	-2.052629	-0.420804
0.239199	-1.221856	-0.449941
0.252197	-1.503270	-0.310189
0.470757	-1.385788	-0.583464
0.417497	-1.467373	-0.487378
0.311117	-1.296902	-0.460786
0.352406	-1.326670	-0.506716
0.253982	-1.222476	-0.362180
0.252362	-1.543653	-0.560314
0.302569	-1.507179	-0.461263
0.379805	-1.287833	-0.453655
0.192555	-1.520986	-0.553838
0.316762	-1.499643	-0.229972
0.075709	-1.166925	-0.579805
0.139014	-1.523313	-0.438188
0.511516	-2.511264	-0.408501
0.559212	-2.265048	-0.471679
0.579170	2.758893	0.468891
0.554104	2.928413	0.181654
0.701710	2.829364	0.168847
0.463654	2.657903	0.370350
0.441273	2.804995	0.303328
0.650849	2.897185	0.105842
0.429918	2.668509	0.320884
0.460290	2.751613	0.070984
0.455817	2.690085	0.136452
0.613726	2.916601	0.192670
0.528772	2.567118	0.366221
0.687794	2.826707	0.216037
0.396872	-2.275918	-0.411589
0.556908	-2.470400	-0.477726
0.703883	-2.281114	-0.484718
0.564307	-2.011811	-0.364793
0.505451	-2.149879	-0.505182
0.540078	-2.423542	-0.354194
0.403979	-2.104644	-0.573295
0.642548	-2.472786	-0.313901
0.540169	-2.244743	-0.612047
0.422286	-2.173972	-0.416916
0.399754	-2.376453	-0.473457
0.524374	-2.347869	-0.454627
0.525784	-2.387905	-0.461217
0.600165	-2.407554	-0.289768
0.622847	-2.359317	-0.258375
0.483521	-2.505408	-0.308724
0.157771	-1.669823	-0.820792
0.357206	-1.616095	-0.562905
0.168363	-1.410039	-0.540860
0.439364	-1.638208	-0.347123
0.099449	-0.563462	-0.140023
-0.145676	-0.492230	-0.071881
-0.100397	-0.237412	0.092136
-0.001278	-0.437437	-0.200865
0.026147	-0.665560	-0.447600
0.306139	-1.907235	-0.471623
0.599936	-2.410425	-0.228046
0.432259	-2.309786	-0.586970
0.566979	2.947011	0.010952
0.377534	2.622643	0.277523
0.349621	2.786146	-0.017329
0.496883	2.987487	0.278787
0.546402	2.660913	0.245699
0.894225	-3.026677	-0.114682
0.558636	2.717062	0.309033
0.400764	2.666580	0.454051
0.523976	-2.505066	-0.276944
0.640698	-2.386240	-0.265726
0.790666	-2.993112	0.026513
0.439305	2.701616	0.267501
0.617920	3.044470	0.005248
0.406328	2.710777	0.345345
0.431430	-2.225515	-0.467678
0.567318	-2.341577	-0.534624
0.676490	-2.463976	-0.246868
0.614372	-2.323698	-0.211483
0.585720	-2.347000	0.077159
0.404749	-1.699743	-0.325464
0.203928	-1.502887	-0.190211
0.334714	-1.504172	-0.410367
0.323294	-1.348907	-0.402167
0.267381	-1.481135	-0.205497
0.279418	-1.543480	-0.469668
0.409114	-1.185201	-0.477515
-0.032509	-0.813636	-0.338847
-0.120422	-0.637661	-0.372919
0.105245	-0.565036	-0.048662
0.171957	-0.671556	-0.266706
0.176894	-0.688649	-0.051271
0.128175	-0.502356	-0.082214
0.094358	-0.406917	-0.254000
0.123726	-0.391687	-0.105489
-0.042422	-0.224704	-0.181270
-0.025094	-0.382248	-0.080561
-0.094281	0.529318	0.169932
-0.041260	0.602278	0.373319
-0.045932	0.211712	0.243093
0.121536	1.492286	0.368209
0.114535	1.579390	0.293170
0.074004	1.395234	0.483587
0.234644	1.634740	0.436114
0.241388	1.686068	0.291130
0.270053	1.902177	0.508650
0.103526	1.609132	0.336568
0.240522	1.543463	0.455438
-0.195243	0.320163	0.080399
-0.087326	0.293353	0.263595
-0.135924	0.615579	0.449832
-0.053646	0.951028	0.493464
-0.121101	0.651599	0.422288
-0.174358	0.382259	0.396333
-0.198859	0.588979	0.490764
-0.052740	-0.050388	0.196585
0.058214	-0.551414	-0.294502
0.021078	-0.528529	-0.272755
-0.098950	-0.014781	0.422761
0.065834	-0.585383	-0.281960
-0.005250	-0.503515	-0.215400
